Entry	Gene names	Entry name	Gene ontology IDs	Organism	Protein names
Q0PA57	Cj0833c	Q0PA57_CAMJE	GO:0016491	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative oxidoreductase
Q0PAF4	Cj0725c	Q0PAF4_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Molybdopterin biosynthesis protein
Q0P9H1	Cj1083c	Q0P9H1_CAMJE	GO:0051539; GO:0003906; GO:0006284; GO:0016798; GO:0046872	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Endonuclease III (EC 4.2.99.18)
Q0P9S9	Cj0973	Q0P9S9_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0PA72	Cj0818	Q0PA72_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative lipoprotein
Q0P9Q2	Cj1000	Q0P9Q2_CAMJE	GO:0003677; GO:0003700; GO:0006351	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative transcriptional regulator (LysR family)
Q0PA41	Cj0849c	Q0PA41_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0PAD0	Cj0760	Q0PAD0_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0PA97	flgS Cj0793	Q0PA97_CAMJE	GO:0005524; GO:0005622; GO:0000155	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Histidine kinase (EC 2.7.13.3)
Q0PA86	pyrD Cj0804	Q0PA86_CAMJE	GO:0044205; GO:0006207; GO:0005737; GO:0004152; GO:0005886	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Dihydroorotate dehydrogenase (quinone) (EC 1.3.-.-) (EC 1.3.5.2)
Q0PAW3	Cj0553	Q0PAW3_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative integral membrane protein
Q0PB90	Cj0420	Q0PB90_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative periplasmic protein
Q0PB73	sdhA Cj0437	Q0PB73_CAMJE	GO:0022900; GO:0050660; GO:0000104	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1)
Q0P892	Cj1533c	Q0P892_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative helix-turn-helix containing protein
Q0P8D4	Cj1483c	Q0P8D4_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative lipoprotein
Q0P961	pyrC2 Cj1195c	Q0P961_CAMJE	GO:0004151	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative dihydroorotase (EC 3.5.2.3)
Q0P9H4	hemD Cj1080c	Q0P9H4_CAMJE	GO:0033014; GO:0004852	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative uroporphyrinogen-III synthase (EC 4.2.1.75)
Q0P9G9	mfd Cj1085c	Q0P9G9_CAMJE	GO:0005524; GO:0005737; GO:0003684; GO:0004386; GO:0006355; GO:0000716	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Transcription-repair-coupling factor (TRCF) (EC 3.6.4.-)
Q0PA34	lepP Cj0856	Q0PA34_CAMJE	GO:0016021; GO:0008236	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Signal peptidase I (EC 3.4.21.89)
Q0P9S7	Cj0975	Q0P9S7_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative outer-membrane protein
Q0P8Y4	spoT Cj1272c	Q0P8Y4_CAMJE	GO:0016597; GO:0015969; GO:0008893	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative guanosine-3',5'-bis(Diphosphate) 3'-pyrophosphohydrolase (EC 3.1.7.2)
Q0P9C0	htrB Cj1134	Q0P9C0_CAMJE	GO:0016021; GO:0016746	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative lipid A biosynthesis lauroyl acyltransferase (EC 2.3.1.-)
Q0PA33	moeA Cj0857c	Q0PA33_CAMJE	GO:0032324	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative molybdopterin biosynthesis protein
Q0P9P0	Cj1012c	Q0P9P0_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative membrane protein
Q0PB57	Cj0456c	Q0PB57_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0PB58	Cj0455c	Q0PB58_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative membrane protein
Q0P8V1	Cj1306c	Q0P8V1_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0P9W5	Cj0934c	Q0P9W5_CAMJE	GO:0016021; GO:0005328	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Transporter
Q0PAP6	Cj0621	Q0PAP6_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0P8Q4	ceuE Cj1355	Q0P8Q4_CAMJE	GO:0046872	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Enterochelin uptake periplasmic binding protein
Q0PAD8	Cj0741	Q0PAD8_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0P877	Cj1548c	Q0P877_CAMJE	GO:0008106; GO:0008270	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative NADP-dependent alcohol dehydrogenase (EC 1.1.1.2)
Q0PBM0	Cj0286c	Q0PBM0_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0PBX4	Cj0163c	Q0PBX4_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0PC55	Cj0080	Q0PC55_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative membrane protein. Functional classification-Membranes, lipoproteins and porins
Q0P8R6	Cj1343c	Q0P8R6_CAMJE	GO:0015628; GO:0008565; GO:0015627	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative periplasmic protein
Q0PC96	ansA Cj0029	Q0PC96_CAMJE	GO:0004067; GO:0006528	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Cytoplasmic L-asparaginase (EC 3.5.1.1)
Q0PAT2	folP Cj0585	Q0PAT2_CAMJE	GO:0004156; GO:0009396	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Dihydropteroate synthase (EC 2.5.1.15)
Q0P9V1	Cj0948c	Q0P9V1_CAMJE	GO:0008324; GO:0016021; GO:0005886	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative cation efflux family protein
Q0PAQ2	pstA Cj0615	Q0PAQ2_CAMJE	GO:0005315; GO:0005887; GO:0035435	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative phosphate transport system permease protein
Q0PBB1	Cj0399	Q0PBB1_CAMJE	GO:0016020; GO:0009403	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Colicin V production protein homolog
Q0P7Z5	Cj1633	Q0P7Z5_CAMJE	GO:0005524; GO:0004810; GO:0008033	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative ATP-binding protein
Q0P922	glyS Cj1234	Q0P922_CAMJE	GO:0005524; GO:0005737; GO:0004820; GO:0006426	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Glycine--tRNA ligase beta subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase beta subunit)
Q0P8D9	cadF Cj1478c	Q0P8D9_CAMJE	GO:0009279; GO:0016021; GO:0005886	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Outer membrane fibronectin-binding protein
Q0P8F5	Cj1460	Q0P8F5_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0P849	nuoA Cj1579c	Q0P849_CAMJE	GO:0008137; GO:0016021; GO:0005886; GO:0048038	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	NADH-quinone oxidoreductase subunit (EC 1.6.5.11)
Q0PAE8	Cj0731	Q0PAE8_CAMJE	GO:0016021; GO:0005886; GO:0006810	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative ABC transport system permease
Q0P7Q9	Cj1722c	Q0P7Q9_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0P868	Cj1560	Q0P868_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative permease (Fragment)
Q0P9B2	neuC1 Cj1142	Q0P9B2_CAMJE	GO:0006047; GO:0004553; GO:0016853	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.-)
Q0P8G3	Cj1452	Q0P8G3_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative integral membrane protein
Q0P812	chuC Cj1616	Q0P812_CAMJE	GO:0005524; GO:0016887	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative haemin uptake system ATP-binding protein
Q0PA51	Cj0839c	Q0PA51_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0P9H8	proC Cj1076	Q0P9H8_CAMJE	GO:0055129; GO:0005737; GO:0004735	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Pyrroline-5-carboxylate reductase (P5C reductase) (P5CR) (EC 1.5.1.2) (PCA reductase)
Q0PC48	Cj0089	Q0PC48_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative lipoprotein
Q0PAB7	Cj0773c	Q0PAB7_CAMJE	GO:0016021; GO:0005886; GO:0006810	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative binding-protein dependent transport system permease protein
Q0P9J5	Cj1057c	Q0P9J5_CAMJE	GO:0006308; GO:0005737; GO:0008855; GO:0009318	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Exodeoxyribonuclease 7 small subunit (EC 3.1.11.6)
Q0P9G2	secF Cj1092c	Q0P9G2_CAMJE	GO:0015450; GO:0016021; GO:0005622; GO:0065002; GO:0005886; GO:0006605; GO:0043952	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Protein-export membrane protein SecF
Q0PAE9	Cj0730	Q0PAE9_CAMJE	GO:0016021; GO:0006810	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative ABC transport system permease
Q0P8N9	Cj1370	Q0P8N9_CAMJE	GO:0009116; GO:0016757	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative nucleotide phosphoribosyltransferase
Q0P8P8	Cj1361c	Q0P8P8_CAMJE	GO:0005622; GO:0000160; GO:0004871	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0P7X7	map Cj1651c	Q0P7X7_CAMJE	GO:0046872; GO:0070006; GO:0070084	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Methionine aminopeptidase (MAP) (MetAP) (EC 3.4.11.18) (Peptidase M)
Q0P8W2	Cj1295	Q0P8W2_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0P804	sdaA Cj1624c	Q0P804_CAMJE	GO:0051539; GO:0003941; GO:0006094	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	L-serine dehydratase (EC 4.3.1.17)
Q0P8D1	Cj1486c	Q0P8D1_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative periplasmic protein
Q0P859	nuoK Cj1569c	Q0P859_CAMJE	GO:0042773; GO:0050136; GO:0016021; GO:0005886; GO:0048038; GO:0006810	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	NADH-quinone oxidoreductase subunit K (EC 1.6.5.11) (NADH dehydrogenase I subunit K) (NDH-1 subunit K)
Q0PCA3	Cj0022c	Q0PCA3_CAMJE	GO:0003723; GO:0009982; GO:0004730	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative ribosomal pseudouridine synthase (EC 4.2.1.70)
Q0PCB6	gltD Cj0009	Q0PCB6_CAMJE	GO:0006537; GO:0004355; GO:0051536	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Glutamate synthase (NADPH) small subunit (EC 1.4.1.13)
Q0PBX9	Cj0158c	Q0PBX9_CAMJE	GO:0009055; GO:0020037	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative haem-binding lipoprotein
Q0P8S2	pseE Cj1337	Q0P8S2_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	PseE protein
Q0P900	Cj1256c	Q0P900_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative membrane protein
Q0P7R0	Cj1721c	Q0P7R0_CAMJE	GO:0016021	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative outer membrane protein
Q0PA06	Cj0892c	Q0PA06_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative periplasmic protein
Q0P9C2	Cj1132c	Q0P9C2_CAMJE	GO:0003676	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0P840	Cj1588c	Q0P840_CAMJE	GO:0016021; GO:0055085; GO:0005215	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative MFS (Major Facilitator Superfamily) transport protein
Q0P9M8	flgR Cj1024c	Q0P9M8_CAMJE	GO:0005524; GO:0005622; GO:0000160; GO:0006355; GO:0043565; GO:0006351	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Sigma-54 associated transcriptional activator
Q0PBE2	cmeR Cj0368c	Q0PBE2_CAMJE	GO:0003677; GO:0006355; GO:0006351	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Transcriptional regulator CmeR
Q0PBW2	Cj0177	Q0PBW2_CAMJE	GO:0046872	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative iron transport protein
Q0P8G8	kpsT Cj1447c	Q0P8G8_CAMJE	GO:0005524; GO:0016887	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Capsule polysaccharide export ATP-binding protein
Q0P7Y1	iamA Cj1647	Q0P7Y1_CAMJE	GO:0005524; GO:0016887	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative ABC transport system ATP-binding protein
Q0PC71	Cj0062c	Q0PC71_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative integral membrane protein
Q0PBR2	Cj0243c	Q0PBR2_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0PBU4	fliI Cj0195	Q0PBU4_CAMJE	GO:0005524; GO:0016887; GO:0009058; GO:0005737; GO:0030254; GO:0030257	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Flagellum-specific ATP synthase (EC 3.6.3.14)
Q0PBY8	hom Cj0149c	Q0PBY8_CAMJE	GO:0050661; GO:0016597; GO:0004412; GO:0009097; GO:0009086; GO:0009088	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Homoserine dehydrogenase (EC 1.1.1.3)
Q0PBY6	Cj0151c	Q0PBY6_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative periplasmic protein
Q0PBS3	nrdB Cj0231c	Q0PBS3_CAMJE	GO:0006260; GO:0009186; GO:0046872; GO:0004748	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Ribonucleoside-diphosphate reductase subunit beta (EC 1.17.4.1)
Q0PBX5	Cj0162c	Q0PBX5_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative periplasmic protein
Q0PC28	exbB3 Cj0109	Q0PC28_CAMJE	GO:0016021; GO:0008565	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative MotA/TolQ/ExbB proton channel family protein
Q0P999	dnaX Cj1157	Q0P999_CAMJE	GO:0005524; GO:0009360; GO:0006260; GO:0003887	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative DNA polymerase III subunit gamma (EC 2.7.7.7)
Q0PA40	Cj0850c	Q0PA40_CAMJE	GO:0016021; GO:0055085; GO:0005215	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative MFS (Major Facilitator Superfamily) transport protein
Q0PC47	Cj0090	Q0PC47_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative lipoprotein
Q0P875	rloH Cj1550c	Q0P875_CAMJE	GO:0005524; GO:0016887	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative ATP/GTP-binding protein
Q0P9G8	Cj1086c	Q0P9G8_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0PAI7	Cj0692c	Q0PAI7_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative membrane protein
Q0PAN9	Cj0628	Q0PAN9_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative lipoprotein
Q0PB45	Cj0468	Q0PB45_CAMJE	GO:0016021; GO:0005886; GO:0005215	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Amino-acid ABC transporter integral membrane protein
Q0P944	rbn Cj1212c	Q0P944_CAMJE	GO:0016787; GO:0016021; GO:0005886	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative ribonuclease BN (EC 3.1.-.-)
Q0PB64	Cj0449c	Q0PB64_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0PB97	Cj0413	Q0PB97_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative periplasmic protein
Q0P9Z9	thiJ Cj0899c	Q0P9Z9_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	4-methyl-5(Beta-hydroxyethyl)-thiazole monophosphate synthesis protein
Q0PA70	fliP Cj0820c	Q0PA70_CAMJE	GO:0009425; GO:0044781; GO:0016021; GO:0005886; GO:0009306	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Flagellar biosynthetic protein FliP
Q0P9E4	Cj1110c	Q0P9E4_CAMJE	GO:0006935; GO:0005622; GO:0016020; GO:0000155	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative MCP-type signal transduction protein
Q0PB18	Cj0495	Q0PB18_CAMJE	GO:0008168; GO:0003676	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative methyltransferase domain protein
Q0PAP1	hypE Cj0626	Q0PAP1_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Hydrogenase isoenzymes formation protein
Q0P9Y3	Cj0916c	Q0P9Y3_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0PBV7	Cj0182	Q0PBV7_CAMJE	GO:0005524; GO:0042626; GO:0016021	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative transmembrane transport protein
Q0PB59	Cj0454c	Q0PB59_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative membrane protein
Q0P8R0	Cj1349c	Q0P8R0_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative fibronectin/fibrinogen-binding protein
Q0P929	Cj1227c	Q0P929_CAMJE	GO:0003677; GO:0005622; GO:0000160; GO:0006355; GO:0006351	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative two-component regulator
Q0P8V3	acpP3 Cj1304	Q0P8V3_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative acyl carrier protein
Q0P8A2	moaD Cj1517	Q0P8A2_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative molybdopterin converting factor,subunit 1
Q0PA29	pabA Cj0861c	Q0PA29_CAMJE	GO:0006541; GO:0016874; GO:0016829; GO:0016740	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Para-aminobenzoate synthase glutamine amidotransferase component II (EC 4.1.3.-) (EC 6.3.5.8)
Q0PA39	Cj0851c	Q0PA39_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative integral membrane protein
Q0P9S1	cjaB Cj0981c	Q0P9S1_CAMJE	GO:0016021; GO:0055085	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative MFS (Major Facilitator Superfamily) transport protein
Q0P8D3	Cj1484c	Q0P8D3_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative membrane protein
Q0PAR9	Cj0598	Q0PAR9_CAMJE	GO:0016021; GO:0008565	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative membrane protein
Q0PBH6	fdxA Cj0333c	Q0PBH6_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Ferredoxin
Q0PBS9	Cj0225	Q0PBS9_CAMJE	GO:0008080	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative acetyltransferase (EC 2.3.-.-)
Q0PBM8	mreC Cj0277	Q0PBM8_CAMJE	GO:0008360	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Homolog of E. coli rod shape-determining protein
Q0PC38	birA Cj0099	Q0PC38_CAMJE	GO:0004077; GO:0006464	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative biotin--[acetyl-CoA-carboxylase] synthetase (EC 6.3.4.15)
Q0P8W1	Cj1296	Q0P8W1_CAMJE	GO:0046353; GO:0046677	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0P8B5	putA Cj1503c	Q0P8B5_CAMJE	GO:0003842; GO:0016620; GO:0006561; GO:0010133; GO:0004657; GO:0003700	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Bifunctional protein PutA
Q0P8Q3	Cj1356c	Q0P8Q3_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative integral membrane protein
Q0P9P1	Cj1011	Q0P9P1_CAMJE	GO:0016020; GO:0046873	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative CorA-like Mg2+ transporter protein
Q0P847	Cj1581c	Q0P847_CAMJE	GO:0005524; GO:0016887	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative peptide ABC-transport system ATP-binding protein
Q0PB95	Cj0415	Q0PB95_CAMJE	GO:0050660; GO:0016614	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative GMC oxidoreductase subunit
Q0PAP8	Cj0619	Q0PAP8_CAMJE	GO:0015297; GO:0015238; GO:0016020	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative MATE family transport protein
Q0P8Y9	hydA Cj1267c	Q0P8Y9_CAMJE	GO:0051538; GO:0051539; GO:0008901; GO:0009375; GO:0047067; GO:0046872	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Ni/Fe-hydrogenase small chain (EC 1.12.5.1)
Q0P8J8	Cj1416c	Q0P8J8_CAMJE	GO:0009058; GO:0016779	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative sugar nucleotidyltransferase
Q0P8D7	rplM Cj1480c	Q0P8D7_CAMJE	GO:0005840; GO:0003735; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	50S ribosomal protein L13
Q0P942	Cj1214c	Q0P942_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative exporting protein
Q0PC63	Cj0070c	Q0PC63_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0PBR6	Cj0238	Q0PBR6_CAMJE	GO:0016020; GO:0055085	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative mechanosensitive ion channel family protein
Q0PC18	Cj0119	Q0PC18_CAMJE	GO:0016787	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative hydrolase
Q0PC53	cydB Cj0082	Q0PC53_CAMJE	GO:0016020; GO:0016491	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Cytochrome bd oxidase subunit II (EC 1.10.3.-)
Q0PBQ1	Cj0254	Q0PBQ1_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0PBF8	fliN Cj0351	Q0PBF8_CAMJE	GO:0009425; GO:0071973; GO:0006935; GO:0003774	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Flagellar motor switch protein
Q0PC58	cdtC Cj0077c	Q0PC58_CAMJE	GO:0009405	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Cytolethal distending toxin C
Q0P9S4	Cj0978c	Q0P9S4_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative lipoprotein
Q0PC02	Cj0135	Q0PC02_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0PBR5	Cj0239c	Q0PBR5_CAMJE	GO:0005506; GO:0016226; GO:0051536; GO:0009399	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Nitrogen fixation protein NifU
Q0PBD8	Cj0372	Q0PBD8_CAMJE	GO:0008885	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative glutathionylspermidine synthase (EC 6.3.1.8)
Q0PBI7	perR Cj0322	Q0PBI7_CAMJE	GO:0003677; GO:0003700	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Peroxide stress regulator
Q0PBM1	cheV Cj0285c	Q0PBM1_CAMJE	GO:0006935; GO:0005622; GO:0000160; GO:0004871; GO:0016740	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Chemotaxis protein (EC 2.7.3.-)
